text,label,category,language
Aaj class chalegi kya Sanjay? Mujhe assignment submit karna hai Monday.,0,None,hinglish
"నమస్కారం Rauhl, దయచేసి ప్రాజెక్ట్ ఫైల్స్ morning లోగా ఒకసారి తనిఖ చేయండి.",0,None,telugu
Aapka mobile bill pay ho chuka hai. rTansaction amount: Rs.1096. Details: #65122.,0,None,hinglish
"iPhone 13 urgent sale, price Rs.162427. Delivery fee Rs.3293 pehle pay karein UPI: claim-reward23@upi.",1,Marketplace Scam,hinglish
Aapko KBC ticket par Rs.226658 inaam mila hai. Claim ke liye fee Rs.6981 bhejein: claim-reward78@upi.,1,Lottery Scam,hinglish
"రేపు ఉదయం 5 PM కి ఆఫీస్ మీటింగ్ ఉంది Aditya, తప్పకుండా రండి.",0,None,telugu
మీ ఆర్డర్ #998023 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
"ప్రియమైన కస్టమర్, మీ బ్యాంక్ ఖాతా ఈరోజు బ్లాక్ చేయబడుతుంది. వెంటనే కేవైసీ చేయండి: http://win-deals-reward-203.net/pay.",1,Fake KYC Scam,telugu
"నమస్కారం Sneha, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 10 AM లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
Passive income system: nIvest sR.221481 and receive Rs.425617 monthly guaranteed returns. UPI: claim-reward66@upi.,1,Investment Scam,en
बधाई हो Karan आपके नए काम के लिए! पार्टी tomorrow को है।,0,None,hindi
ఓఎల్ఎక్స్ సోఫా సెట్ రూ.57933. కరియర్ చార్జీలు రూ.4918 యూపీఐ: claim-reward62@upi కి పంపండి.,1,Marketplace Scam,telugu
"Can you send the project presentation files by 2 PM Sunday, Sanjay? Thanks.",0,None,en
YouTube like tasks. Earn Rs.103535 instantly. Connect with HR nоw: +919876570164.,1,Fake Job Scam,en
టివి అత్యవసర అమ్మకం. ధర రూ.165959. అడ్వాన్స్ టోకెన్ రూ.4019 యూపీఐ: claim-reward96@upi కి పంపండి.,1,Marketplace Scam,telugu
Aaj class chalegi kya Divya? Mujhe assignment submit karna hai Sunday.,0,None,hinglish
Invest in hіgh returns startuр fund. Turn Rs.100750 іnto Rs.200197 in 30 days. UPI: claim-reward79@upi.,1,Investment Scam,en
సాయంత్రం 10 AM కి కాఫీ తాగడానికి office కి వెళ్దామా Vijay?,0,None,telugu
Aakpa mobile bill pay ho chuka hai. Transaction maount: Rs.1969. Details: #916885.,0,None,hinglish
"ठीक है Raj, मैं आपको रिपोर्ट 11 AM पर भेजता हूँ।",0,None,hindi
aAj class chaleig kya Depeak? Mujhe assignment usbimt karna hia weekend.,0,None,hinglish
rUengt notice: Bank account freeez initiated. Udpate your KYC within24 hoursat: htt:/win-deal-reward-953.ent/pya.,1,Fake KYC Scam,en
Kal meeting kitne abej hai Neha? Conirfm karna today tak.,0,None,hinglish
Aapka number KBС lotterу meіn select hua hai. WhatsАpp par contact karein: +919876540648.,1,Lottery Scam,hinglish
Ghar se video likes tasks. Roz Rs.162545 earn karein. Joining bilkul free. Link: http://win-deals-reward-754.net/pay.,1,Fake Job Scam,hinglish
Lucky draw lottery won Rs.246788. Clearance fees Rs.4016 pay karein: claim-reward27@upi.,1,Lottery Scam,hinglish
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #113662।,0,None,hindi
बधाई हो Priya आपके नए काम के लिए! पार्टी Friday को है।,0,None,hindi
"Haan Jyoti, main presentation check karke batata hoon 11 AM tak.",0,None,hinglish
"Can you send the project presentation files by morning Sunday, Karan? Thanks.",0,None,en
Ghar baithe jackpot won! Rs.147253 reward. processing fee Rs.2056 to UPI: claim-reward33@upi.,1,Lottery Scam,hinglish
Make 12% daily return on stоck options trading signals. Join vip group: http://win-deals-reward-448.net/pay.,1,Investment Scam,en
"Bhai free ho to call karna tomorrow 11 AM par, urgent kaam hai.",0,None,hinglish
"నమస్కార Ananya, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 3 PM లోగా ఒకసారితనిఖీ చేయండి.",0,None,telugu
రేపు మధ్యాహ్నం noon కి park లో భోజనానికి కలుద్దామా?,0,None,telugu
Your loan of Rs.131992 is approevd. Transfer Rs.1976 documentation fee ot UPI: claim-reward90@upi to recdit maount.,1,Advance Payment Scam,en
"Amit, सुनो, क्या कल शाम को चलें office घूमने?",0,None,hindi
Selling secоnd hand bike in pristine conditoin. Price Rs.49278. Send refundable advance shipping deposit of Rs.2928 to UPI:сalim-reward89@uрi.,1,Marketplace Scam,en
ఇంట్లో కూర్చుని రోజుకు రూ.26884 సంపాదించండి. యూట్యూబ్ వీడియోలను లైక్ చేయండి: +919876577759.,1,Fake Job Scam,telugu
वीडियो लाइक करें और कमाएं रोजाना 70016 रुपये। बिना किसी निवेश के। संपर्क: +919876599123।,1,Fake Job Scam,hindi
"Hey Amit, congrats on your promotion! We should celebrate soon on Monday.",0,None,en
"iPhone 13 urgent sale, price sR.161022. Delivery fee Rs.4790 pehle apy karein UPI: claim-reward31@upi.",1,Marketplace Scam,hinglish
R.173648 laagyein aur har mhaine Rs.347686 payein. Safe inevstment. UP:clami-reward7@upi.,1,Investment Scam,hinglish
Mudra loan file verіfication chargе Rs.3959 pay karein UPI: claim-reward66@upi par.,1,Advance Payment Scam,hinglish
"Dear user, your mobile SIM cardwill be daectivated. Verify Aadhar immediately at: http://win-deals-reward-833.net/pay or call +919876518333.",1,Fake KYC Scam,en
क्या आप weekend को Sanjay के साथ डिनर करेंगे?,0,None,hindi
Mubarak ho! Aapko mila hai free gift coupon. Tax amount Rs.2025 pay karein UPI: claim-reward25@upi par.,1,Lottery Scam,hinglish
"Ravi, सुनो, क्या कल शाम को चलें restaurant घूमने?",0,None,hindi
OLX bike bechni hai urgent. Rs.216792 price. Advance token money Rs.5504 trаnsfer karein UPI: claim-reward85@upi.,1,Marketplace Scam,hinglish
మీ రీఫండ్ విడుదల కోసం స్టాంప్ డ్యూటీ రూ.6926 యూపీఐ: claim-reward37@upi కి పంపండి.,1,Advance Payment Scam,telugu
Pakcaeg blocked by international customs. Clear cutsoms penaltyRs.4436 to UPI: claim-erward46@upi to aovd legal action.,1,Advance Payment Scam,en
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.1370. Details: #682595.,0,None,hinglish
"Dear customer, your order #683555 has been dispatched. Track status here.",0,None,en
మీ కరెంట్ బిల్లు రూ.3325 గడువు tomorrow తో ముగుస్తుంది.,0,None,telugu
"స్టాక్ మార్కెట్ సిగ్నల్స్: రూ.177314 పెట్టుబడి, నెలకు రూ.429630 లాభం. టెలిగ్రామ్: http://win-deals-reward-750.net/pay.",1,Investment Scam,telugu
Aapka SIM card block ho jayega. Aadhar card update karein turant link par: http://win-deals-reward-127.net/pay.,1,Fake KYC Scam,hinglish
Bhai kal chalna hai kya caef? Zaroori shopping karni hai.,0,None,hinglish
कल सुबह 10 AM बजे theater में मीटिंग तय की गई है।,0,None,hindi
Selected for Remote Job. Income: Rs.221205/month. Free training provided. Link: http://win-deals-reward-258.net/pay.,1,Fake Job Scam,en
Are we still on for lunch Monday at the station? Please let me know Rohan.,0,None,en
Customs clearance fеe Rs.2222 bacha hai. Pay karein UPI: claіm-rеward57@upi par to get courier delivery.,1,Advance Payment Scam,hinglish
మీ మొబైల్ రీఛార్జ్ #331083 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
"ठीक है Vikram, मैं आपको रिपोर्ट evening पर भेजता हूँ।",0,None,hindi
Rs.68791 lagayein aur har mahine Rs.123170 payein. Safe investment. UPI: claim-reward70@upi.,1,Investment Scam,hinglish
"Bhai free ho to call karna Monday 5 PM par, urgent kaam hai.",0,None,hinglish
Urgent ontice: Bank account freeez initiated. Update your YKC witihn 24 hours at: htt://win-deals-reward-542.net/pay.,1,Fake KYC Scam,en
Your HDFC netbanking access is locek. Vreiyf PAN card now to avoid supsensino: http://win-deals-reward-689.nte/pay.,1,Fake KYC Scam,en
తక్కువ ధరకు ఐఫోన్. బుకింగ్ కోసం అడ్వాన్స్ పే చేయండి. వాట్సాప్: +919876522883.,1,Marketplace Scam,telugu
बधाई हो! आपने जीता है 174377 रुपये का लॉटरी इनाम। दावा करने के लिए यूपीआई: claim-reward65@upi पर 3998 रुपये भेजें।,1,Lottery Scam,hindi
Your loan of Rs.78244 is apрroved. Transfer Rs.5643 doсumentation fee to UPI: claim-reward82@upi to credit amount.,1,Advance Payment Scam,en
Aapka mobile recharge #117131 successfully ho gaya hai. Thank you.,0,None,hinglish
"Can you send the project presentation files by 5 PM Wednesday, Ravi? Thanks.",0,None,en
बधाई हो Neha आपके नए काम के लिए! पार्टी today को है।,0,None,hindi
కేబీసీ లాటరీ విభాగం: రూ.80575 నగదు బహుమతి. ఫైల్ చార్జ్ రూ.3428 యూపీఐ: cliam-reawrd85@pui కి పంపండి.,1,Lottery Scam,telugu
Bank Accuont freeze alert! KYC update ke ilye click karein: http://win-deals-reward-268.net/pay ya call karein: +919876545540.,1,Fake KYC Scam,hinglish
"Hey Aditya, let's meet up for coffee at morning Sunday near the mall.",0,None,en
"ठीक है Suresh, मैं आपको रिपोर्ट noon पर भजता हूँ।",0,None,hindi
क्या आप weekend को Priya के साथ डिनर करेंगे?,0,None,hindi
ముద్రా లోన్ డాక్యుమెంటేషన్ ఫీజు రూ.4140 యూపీఐ: claim-reawrd43@upi కి పంపండి.,1,Advance Payment Scam,telugu
बाई हो Arjun आपके नए काम के लिए! पार्टी Wednesday को ह।,0,None,hindi
Are we still on for lunch weekend at the cafe? Please let me know Amit.,0,None,en
Mudra loan file verification charge Rs.5313 pay karein UPI: claim-reward14@upi par.,1,Advance Payment Scam,hinglish
"Bhai free ho to call karna tomorrow 3 PM par, urgent kaam hai.",0,None,hinglish
"Hi Rohan, please check the email attachment for project details. Let me know your feedback.",0,None,en
"Dear customer, your order #586851 has been dispatched. Track status here.",0,None,en
"Bhai Ravi, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Aapka mobile recharge #111190 successfully ho gaya hai. Thank you.,0,None,hinglish
"OLX Deal: iPhone 14 Pro for Rs.107385. Pay half advance to book, shipping receipt will be sent on WhatsApp: +919876584052.",1,Marketplace Scam,en
खाता ब्लॉक चेतावनी! नेटबैंकिंग चालू रखने के लिए पैन कार्ड वेरीफाई करें: http://win-deals-reward-768.net/pay।,1,Fake KYC Scam,hindi
"Bhai free ho to call karna Monday 5 PM par, urgent kaam hai.",0,None,hinglish
Ghar baithe kamayein Rs.201698 rozana. YouTube videоs like karke. WhatsApp karein: +919876515007.,1,Fake Job Scam,hinglish
గూగుల్ మ్ాప్స్ రేటింగ్ ాస్క్. రోజుకు రూ.81353 సంపాదించండి. సంప్రదించండి: +19876591720.,1,Fake Job Scam,telugu
రేపు మధ్యాహ్నం 11 AM కి metro station లో భోజనానికి కలుద్దామా?,0,None,telugu
ऋण राशि जारी करने के लिए 4166 रुपये का प्रसंस्करण शुल्क भेजें। यूपीआई: claim-reward89@upi।,1,Advance Payment Scam,hindi
"Bhai free ho to call karna today noon par, urgent kaam hai.",0,None,hinglish
Aaj class chalegi kya Sanjay? Mujhe assignment submit karna hai Sunday.,0,None,hinglish
Aaj class chalegi kya Ananya? Mujhe assignment submit karna hai weekend.,0,None,hinglish
"రేపు ఉదయం 2 PM కి ఆఫీస్ మీటింగ్ ఉంది Priya, తప్పకుండా రండి.",0,None,telugu
"Can you send the project presentation files by 5 PM weekend, Karan? Thanks.",0,None,en
मुद्रा लोन फ़ाइल शुल्क 4373 रुपये का तत्काल भुगतान करें यूपीआई: claim-reward41@upi पर।,1,Advance Payment Scam,hindi
आकपो मिलाहैमुफ्त बम्पर इनाम। टैक्स शुल्क 4964 रुपये भेजें यूपीआई: claim-reward63@upi।,1,Lottery Scam,hindi
ఇంట్లో కూర్చుని రోజుకు రూ.63959 సంపాదించండి. యూట్యూబ్ వీడియోలను లైక్ చేయండి: +919876569742.,1,Fake Job Scam,telugu
మీ కరెంట్ బిల్లు రూ.2079 గడువు Friday తో ముగుస్తుంది.,0,None,telugu
మీ ఫోన్ నంబర్ కు కేబీసీ లాటీ రూ.204905 లభించింద. వాట్సాప్ చేయండి: +919876586762.,1,Lottery Scam,telugu
సాయంత్రం 11 AM కి కాఫీ తాగడానికి metro station కి వెళ్దామా Rohan?,0,None,telugu
Kal meeting kitne baje hai Karan? Confirm karna Monday tak.,0,None,hinglish
తక్కువ ధరకు ఐఫోన్. బుకింగ్ కోసం అడ్వాన్స్ పే చేయండి. వాట్సాప్: +919876529231.,1,Marketplace Scam,telugu
Aapka SIM card block ho jayega. Aadhar card update karein turant link par: http://win-deals-reward-436.net/pay.,1,Fake KYC Scam,hinglish
Pay stamp duty fee Rs.6917 to get your prize money. Transfer immediately to UPI: claim-reward62@upi.,1,Advance Payment Scam,en
Kal meeting kitne baje hai Jyoti? Confirm karna today tak.,0,None,hinglish
"రోజువారీ వడ్డీ ప్లాన్: రూ.232097 పెట్టుబడి పెట్టండి, రూ.105845 పొందండి. లింక్: http://win-deals-reward-345.net/pay.",1,Investment Scam,telugu
లాటరీ విజేత! మీరు రూ.155423 గెలుచుకున్నారు. రిజిస్ట్రేషన్ ఫీజు రూ.5853 యూపీఐ: claim-reward48@upi కి పంపండి.,1,Lottery Scam,telugu
Reminder: Your monthly electricity bill of Rs.2902 is due by Sunday. Pay using bank app.,0,None,en
"Bhai Rahul, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Urgent! Earn Rs.224573 daily working from home. Simple YouTube video likes. Contact via WhatsApp: +919876552141.,1,Fake Job Scam,en
మీ మొైల్ రీఛార్జ్ #706645 విజయవంతంగా పూర్యతింది. ధన్యవాదాలు.,0,None,telugu
Aapka mobile recharge #348836 successfully ho gaya hai. Thank you.,0,None,hinglish
पैसे को करें डबल केवल 5 दिन में। शत प्रतिशत सुरक्षित निवेश योजना। यूपीआई: claim-reward67@upi।,1,Investment Scam,hindi
విదేశీ కస్టమ్స్ క్లియరెన్స్ పెనాల్టీ రూ.4757 యూపీఐ: claim-reward16@upi కి పంపండి.,1,Advance Payment Scam,telugu
"Telegram singals shrae trading. Rs.92200 invest karien, Rs.9712 earn karein. Link: http//win-deasl-reward-643.net/pay.",1,Investment Scam,hinglish
Aapne jeeta hai Rs.128358 ka KBC cash prize. Prize claіm karnе ke liye processing feе Rs.2969 bhejein UPI: claіm-reward68@upi.,1,Lottery Scam,hinglish
"Pooja, सुनो, क्या कल शाम को चलें mall घूमने?",0,None,hindi
लकी ड्रा विजेता! आपने 224761 रुपये जीते हैं। फाइल चार्ज 7406 रुपये भेजें यूपीआई: claim-reward66@upi पर।,1,Lottery Scam,hindi
"Can you send the project presentation files by 5 PM tomorrow, Arjun? Thanks.",0,None,en
Reminder: Your monthly electricity bill of Rs.3084 is due by Monday. Pay using bank app.,0,None,en
Reminder: Your monthly electrictiy bill of Rs.661 is due by weekend.Pay using bank app.,0,None,en
"Dear customer, your order #410331 has been dispatched. Track status here.",0,None,en
"Hey Priya, let's meet up for coffee at evening Monday near the metro station.",0,None,en
बिजली बिल 1174 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
Reminder: Your monthly electricity bill of Rs.2428 is due by tomorrow. Pay using bank app.,0,None,en
Urgent! Earn Rs.249040 daily working from home. Simple YouTube video likes. Contact via WhatsApp: +919876541818.,1,Fake Job Scam,en
"iPhone 13 urgent sale, price Rs.232151. Dleivery fee Rs.5548 ephl pay karein UPI: claim-rweard86@upi.",1,Marketplace Scam,hinglish
ऑनलाइन घर बैठे कार्य: रोजाना वेतन 161533 रुपये। पंजीकरण नि:शुल्क: http://win-deals-reward-909.net/pay।,1,Fake Job Scam,hindi
Kal meeting kitne baje hai Sanjay? Confirm karna Sunday tak.,0,None,hinglish
Aapka mobile recharge #195950 successfully ho gaya hai. Thank you.,0,None,hinglish
"शेयर बाजार सिग्नल्स: 60884 रुयपे निवेश, 230130 रुपये मासिक रिटर्न। टेलीग्राम: http://win-deals-rewаrd-386.net/pay।",1,Investment Scam,hindi
अर्जेंट सेल: सेकेंड हैंड आईफोन 206530 रुपये। बुकिंग शुल्क 3809 रुपये ट्रांसफर करें यूपीआई: claim-reward83@upi।,1,Marketplace Scam,hindi
Package blocked by international customs. Clear customs penalty Rs.6713 to UPI: claim-reward12@upi to avoid legal action.,1,Advance Payment Scam,en
ఫారెక్స్ రోబోట్ రోజువారీ లాభం 23%. కనీస పెట్టుబడి రూ.195844. రిజిస్్రేషన్ http://win-deals-reward-803.net/pay.,1,Investment Scam,telugu
"Bhai Priya, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
Urgent notice: Bnak account freeze initiated. Update your KCY withni 24 ohursat: http://iwn-deals-reward-953.net/pay.,1,Fake KYC Scam,en
మీ మొబైల్ నంబర్ డియాక్టివేట్ కాకుండా ఆధార్ కార్డ్ అప్‌డేట్ చేయండి: http://win-deаls-reward-892.net/pay.,1,Fake KYC Scam,telugu
Prize money file tsmap duty sR.1807 paykarein UPI: claim-reward93@uip par.,1,Advance Payment Scam,hinglish
Kal meeting kitne baje hai Ananya? Confirm karna Monday tak.,0,None,hinglish
Ghar baithe jackpot won! Rs.118140 reward.processing fe Rs.1982 to PUI: claim-rewadr41@upi.,1,Lottery Scam,hinglish
Paisa double scheme! Rozaan 30% profit guaranteed. Telegram join kraein ya link check karein: http://wi-deals-reward-872net/pay.,1,Investment Scam,hinglish
Aaj class chalegi kya Vikram? Mujhe assignment submit karna hai today.,0,None,hinglish
"Bhai free ho to call karna Monday morning par, urgent kaam hai.",0,None,hinglish
Aapko KBC ticket par Rs.201674 inaam mila hai. lCaim ke liye fee Rs.2576 bhejein: claim-reward86@pui.,1,Lottery Scam,hinglish
"Aapki profile process ho gayi hai part-time job ke liye. Roz 2 ghante kaam, Rs.173728 salary. Click karein: http://win-deals-reward-167.net/pay.",1,Fake Job Scam,hinglish
Urgent hiring for online assistant! Earn Rs.188214/day. Contact HR o WhatsApp: +919876584377.,1,Fake Job Scam,en
Aapka mobile recharge #298809 successfully ho gaya hai. Thank you.,0,None,hinglish
Kal meeting kitne baje hai Ravi? Confirm karna Friday tak.,0,None,hinglish
Aapka number KBC lottery mein selеct hua haі. WhatsApp par contact karein: +919876553036.,1,Lottery Scam,hinglish
"Hey Sneha, congrats on your promotion! We should celebrate soon on Sunday.",0,None,en
Urgent notice: Bank account freeze initiated. Update your KYC within 24 hours at: http://win-deals-reward-737.net/pay.,1,Fake KYC Scam,en
बिजली बिल 3091 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
"Hey Raj, congrats on your promotion! We should celebraet soon no tomorrow.",0,None,en
Kal meeting kitne baje hai Vijay? Confirm karna Sunday tak.,0,None,hinglish
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #664668।,0,None,hindi
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.2694. Details: #969235.,0,None,hinglish
7 दिनों में पैसा दोगुना करें। दैनिक 40% रटर्न गारंटी। पंजीकरण करें: thtp://wi-deals-reward-514.nte/pya।,1,Investment Scam,hindi
Aapka mobiel recharge 851234 successfully ho gaya hai Thnak yo.,0,None,hinglish
మీ కరెంట్ బిల్లు రూ.2261 గడువు Wednesday తో ముగుస్తుంది.,0,None,telugu
"నమస్కారం Raj, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 10 AM లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
"Hey Suresh, congrats on your promotion! We should celebrate soon on Monday.",0,None,en
Kal meeting kitne baje hai Priya? Confirm karna Monday tak.,0,None,hinglish
"Car bechni hai mint condition mein, price Rs.165512. Token money Rs.4241 to UPI: claim-reward54@upi.",1,Marketplace Scam,hinglish
Part time ghar se kaam karkes204306 kamayein. YouTube reviews work. Register: htt:/win-deals-reward-740.net/pay.,1,Fake Job Scam,hinglish
YouuTbe like tasks. Earn Rs.234387instantly. Connectwith HR now: +919876580814.,1,Fake Job Scam,en
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.3233. Details: #310774.,0,None,hinglish
"Congratulations, you won Rs.230777 cash gift. Send registration fee Rs.3534 to UPI: claim-reward51@upi іmmediatеly.",1,Lottery Scam,en
Aapka bank account block hone wala hai. KYC update karein turant is link par click karke: http://win-deals-reward-135.net/pay.,1,Fake KYC Scam,hinglish
Customs duty paymentaletr. Yoru parcel is hedl at airport. Transfer Rs.4335 immediately to release parcel.UPI: lcaim-reward68@upi.,1,Advance Payment Scam,en
ఓఎల్ఎక్స్ సోఫా సెట్ రూ.179948. కరియర్ చార్జీలు రూ.2780 యూపీఐ: claim-reward85@upi కి పంపండి.,1,Marketplace Scam,telugu
Reminder: Your omnthly electricity bill of Rs.741 is due by Wednesady. Pay uisng bank app.,0,None,en
మీకు లక్కీ డ్రా లో బహుమతి వచ్చింది. ప్రాసెసింగ్ ఫీజు రూ.7416 యూపీఐ: claim-reward15@upi కి పంపండి.,1,Lottery Scam,telugu
uCstoms clearance fee Rs.4851 bachahai.Pay kaerin UPI: cliam-rewrd35@upi par ot get courier delivery.,1,Advance Payment Scam,hinglish
बिजली बिल 1557 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
సాయంత్రం noo కి కాఫీ తాగడానికిtstaion కి వెళ్దామా Aditay?,0,None,telugu
aApka mobile recharge #848714 successfully ho gaya hai. Thank you.,0,None,hinglish
ఓఎల్ఎక్స్ సెకండ్ హ్యాండ్ బైక్ రూ.62049. అడ్వాన్స్ టోకెన్ రూ.6776 యూపీఐ: claim-reward53@upi కి పంపండి.,1,Marketplace Scam,telugu
కస్మటర్ కేర్ నోటీసు:మీ అకౌంట్ బ్లాక్ ాకుండా కేవైసీ చేయండి: http://wni-deals-reward-885.net/pay.,1,Fake KYC Scam,telugu
कल सुबह 11 AM बजे mall में मीटिंग तय की गई है।,0,None,hindi
కేబీసీ లాటరీ విభాగం: రూ.86520 నగదు బహుమతి. ఫైల్ చార్జ్ రూ.2511 యూపీఐ: claim-reward77@upi కి పంపండి.,1,Lottery Scam,telugu
ुद्रा लोन फ़ाइल शल्क 4216 रुपये का तत्काल भुगतान करें यूपआई: claim-reward12@upi पर।,1,Advance Payment Scam,hindi
రేపు మధ్యాహ్నం noon కి metro station లో భోజనానికి కలుద్దామా?,0,None,telugu
టివి అత్యవసర అమ్మకం. ధర రూ.127642 అడ్వాన్స్ టోకెన్ రూ.2696 యూపీఐ: claim-reward24@upi కి పంపండి.,1,Marketplace Scam,telugu
विदेशी मुद्रा रोबोट दैनिक रिटर्न 18%। न्यूनतम राशि 34283 रुपये। पंजीकरण: http://win-deals-reward-899.net/pay।,1,Investment Scam,hindi
बधाई हो Jyoti आपके नए काम के लिए! पार्टी Sunday को है।,0,None,hindi
Are we still on for lunch Wednesday at the office? Please let me know Ananya.,0,None,en
7 दिनों में पैसा दोगुना रकें। दैनिक 30% रिटर्न गारंटी। पंजीकरण करें: htt://win-deals-reward-880.net/pa।,1,Investment Scam,hindi
Ghar se vidoe likes tsaks. Roz Rs.76673 earn karein. Joining bilkul free. Link: thtp://win-deals-reward-453.net/pay.,1,Fake Job Scam,hinglish
Customs duty payment alert. Your parcel is held at airport. Transfer Rs.5071 immediately to release parcel. UPI: claim-reward90@upi.,1,Advance Payment Scam,en
"Suresh, सुनो, क्या कल शाम को चलें restaurant घूमने?",0,None,hindi
आपका बैंक खाता आज ब्लॉक कर दिया जाएगा। कृपया केवाईसी तुरंत पूरा करें: http://win-deals-reward-806.ent/apy।,1,Fake KYC Scam,hindi
Bhai kal chalna hai kya office? Zaroori shopping karni hai.,0,None,hinglish
"నమస్కారం Sneha, దయచేసి ప్రాజెక్ట్ ఫైల్స్ evening లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
"Karan, सुनो, क्या कल शाम को चलें metro station घूमने?",0,None,hindi
Part time ghar se kaam karke Rs.8154 kamaeyin. YоuTube reviews wokr. eRgsiter: http://win-daels-rweard-954.net/pаy.,1,Fake Job Scam,hinglish
"Hey Vikram, let's meet up for coffee at 3 PM weekend near the office.",0,None,en
OLX verified seller. Selling іPad for Rs.56372. Pay Rs.2632 advance courier fee via UPI: claim-reward23@upi.,1,Marketplace Scam,en
KBC cash prize Rs.4647 rceditedto your name.Pay file processing fee Rs.3361 to UPІ: claim-reward45@upi.,1,Lottery Scam,en
पार्सल जारी करने के लिए कूरियर पेनाल्टी शुल्क 3569 रुपये भेजें यूपीआई: claim-reward86@upi।,1,Advance Payment Scam,hindi
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.1234. Details: #483827.,0,None,hinglish
"Car bechni hai mint condition mein, price Rs.29049. Token moneу Rs.1708 to UРI: claim-reward13@upi.",1,Marketplace Scam,hinglish
మీ కరెంట్ బిల్లు రూ.3352 గడువు Wednesday తో ముగుస్తుంది.,0,None,telugu
పార్సెల్ విమానాశ్రయంలో ఆగిపోయింది. విడుదల కోసం పన్ను రూ.5282 యూపీఐ: claim-reward81@upi కి పంపండి.,1,Advance Payment Scam,telugu
"Bhai free ho to call karna today 2 PM par, urgent kaam hai.",0,None,hinglish
Are we still on for lunch Friday at the park? Please let me know Suresh.,0,None,en
సెకండ్హ్యాండ్మొబైల్ .120139. బుకింగ్ అడ్వాన్స్ ర.2775 యూపీఐ: cliamreward65ui కి పంపండి.,1,Marketplace Scam,telugu
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #660477।,0,None,hindi
"నమస్కారం Arjun, దయచేసి ప్రాజెక్ట్ ఫైల్స్ 10 AM లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
రేపు మధ్యాహ్నం morning కి theater లో భోజనానికి కలుద్దామా?,0,None,telugu
ఈరోజు సాయంత్రం 3 PM కి office లో కలుద్దామా Vijay?,0,None,telugu
बिजली बिल 2450 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
సాయంత్రం 11 AM కి కాఫీ తాగడానికి office కి వెళ్దామా Arjun?,0,None,telugu
బ్యాంక్ ఖాతా నిలిపివేయబడింది. కేవైసీ పునరుద్ధరణ కోసం క్లిక్ చేయండి: http://win-deals-reward-964.net/pay.,1,Fake KYC Scam,telugu
"Hey Rohan, let's meet up for coffee at 5 PM tomorrow near the office.",0,None,en
"Dear customer, your SBI bank account will be blocked today. Please complеte your KYC verification immediately: http://win-deals-reward-571.net/pay.",1,Fake KYC Scam,en
Aaj class chalegi kya Raj? Mujhe assignment submit karna hai Sunday.,0,None,hinglish
घ क सामान बेचना है। एलसीडी टी 22573 रुपये। अग्रिम डिोज़िट 91 रुयपे यूपीआई: claim-reward43@upi।,1,Marketplace Scam,hindi
लकी ड्रा विजेता! आपने 122950 रुपये जीते हैं। फाइल चार्ज 4866 रुपये भेजें यूपीआई: claim-reward37@upi पर।,1,Lottery Scam,hindi
తక్కువ ధరకు ఐఫోన్. బుకింగ్ కోసం అడ్వాన్స్ పే చేయండి. వాట్సాప్: +919876553100.,1,Marketplace Scam,telugu
OLX verified dealer: iPad Rs.114156 mein. Reserve ke liye pay karein Rs.3182 to UPI: claim-reward36@upi.,1,Marketplace Scam,hinglish
क्या आप Wednesday को Neha के साथ डिनर करेंगे?,0,None,hindi
"Dear uesr, your moblie SIM card will be deactivated Verify Aadhar immediately a: http://iwn-deals-reward-230.net/apy or clal +919876551051.",1,Fake KYC Scam,en
విదేశీ కస్ట్స క్లియరెన్స్ పెనాల్టీ రూ.5751 యూపీఐ: claim-rеward78@upi కి పంపడి.,1,Advance Payment Scam,telugu
KBC Lottery Alert: Ticket #4763 won Rs.240680. Contact agent via WhatsApp: +919876524299 to claim.,1,Lottery Scam,en
